data_atual;status;mensagem;canal;nome_video
20/04/2023 01:42:19;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/@canalindeza;Porsche 911 Gt2 | Forza horizon 4 Gameplay | Volante Logitech G920
20/04/2023 01:43:09;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/@DailyModder;ROUB0U MEU CARRO, FUI ATRÁS no GTA RP 🤬 (Paulinho&nbsp;o&nbsp;LOKO)
20/04/2023 01:54:13;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/@TDHRP;PUXEI 20 MILHÕES NO SERVIDOR E PAGUEI UM ASSASSINO DE ALUGUEL NO GTA RP! - LAIRA MOD MENU
20/04/2023 02:04:23;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/@drizzyLzz;COLOQUEI GERAL PRA NADAR NESSES PG! GTA RP
20/04/2023 02:05:42;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/dutchgameco;EINDELIJK .... GEMAAKT EN TOCH PECH! - GTA V FiveM #7
20/04/2023 02:07:59;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/@4EDylan;ZO DOWNLOAD JE EEN MOD MENU VOOR FIVEM!! (Nexus Menu)
20/04/2023 02:09:23;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/@PERICOL;GLONTUL CARE A SCHIMBAT JAFUL! • FIVEM
20/04/2023 02:10:44;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/@Toucansss;STJÆLER ADMINS PISTOL! - DANSK GTA 5 RP FIVEM
20/04/2023 02:12:10;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/@UzzyZVR;Short Film - Gta FiveM
20/04/2023 02:13:32;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/@DgoJaqueMendes;GTA SAMP MTA GTAV FIVEM treino fuga PG SUPREMORP fivem MTA
20/04/2023 02:18:01;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/@kakofivem8859;HIGHLIGHTS FIVEM BRKK ME ACUSANDO DE XITER
20/04/2023 02:22:27;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/@m1duro;GTA RP  sono TORNATO a fare RAPINE #gta #gtarp
20/04/2023 02:23:53;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/@Rafinhamemo;GTA ROLEPLAY BRASIL - TEASER : O SALVE GERAL, TEMOS UMA MISSÃO !
20/04/2023 02:25:21;OK;me segue https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg;https://www.youtube.com/@tanaki_;Esse é meu PRIMEIRO highlight assista 😌#fivem
20/04/2023 02:43:43;NOK;Os comentários estão desativados;https://www.youtube.com/@tiodearte;0xCHEAT mod menu GTA 5 RP SPOOFER | FREE DOWNLOAD
20/04/2023 23:26:19;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/dutchgameco;LEKKER WINNETJE IN WARZONE!
20/04/2023 23:27:18;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@DgoJaqueMendes;GTAV RP PVP fugas fugas PG treino de leve algumas fugas PG tô melhorando será?
20/04/2023 23:27:49;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@DgoJaqueMendes;GTAV RP PVP fugas fugas PG treino de leve algumas fugas PG tô melhorando será?
20/04/2023 23:28:25;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@tanaki_;Com esse MOUSE será que me chamam de XITADO? Review mouse RAZER OROCHI V2
20/04/2023 23:35:59;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@tiodearte;✅ Projeto: “cinco peles” – 4ºs A e B (2022).
20/04/2023 23:40:39;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@spotzin_;M4TEI o OVOTZ da FRANÇA no GTA RP 😱 e 4 FACS NUMA POSSÍVEL TRETA no CIDADE ALTA!!
20/04/2023 23:41:13;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@PodzikaComps;NUNCA FAÇA ESSA PERGUNTA PARA O MATUÊ
20/04/2023 23:41:44;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@PRIMERPGTA;"ADM" LIBEROU UM MEMBRO COM BAN DE CADA FAC - TEVE ATÉ BAN PERMANENTE (NAO ACREDITARAM) Gta RP
21/04/2023 00:01:54;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TheClipsff;PAULINHO O LOKO E OS RECRUTAS DO BECO EM GUERRA CONTRA O CANADA BECO INVADIU A FAVELA DO CANADA
21/04/2023 00:02:32;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@CortesdoFlowGames;BÁGDEV revela: JÁ TEMOS DLC PRONTA!!
21/04/2023 00:03:03;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@RenanClips01;Reação do patrick com o ovotz passando a call na rádio kkk | RenanClips
21/04/2023 00:11:44;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@adrielesant;FUI PEDIR MEU NAMORADO EM CASAMENTO E DEU TUDO ERRADO! 😓
21/04/2023 00:20:18;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@CortesdoFlowGames;BÁGDEX REVELADA? TODOS os POKÉMONS BRASILEIROS!!
21/04/2023 00:21:14;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@noelrp;💔| FIVEM HIGHLIGHTS NOEL #71 (discord.gg/rj)
21/04/2023 00:21:51;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@blaut6675;MINHA CUNHADA VIROU FEMENINSTA!
21/04/2023 00:22:23;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@Micacria;Invadi a Favela da França GTA RP
21/04/2023 00:22:59;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@facadarp;HIGHLIGHTS FACADA FIVEM #31 🎭 (COMPLEXO)
21/04/2023 00:34:28;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@fivezbr;Novo sistema de SOM e FESTAS no FiveZ
21/04/2023 00:35:02;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@CarlinTV;Treine p1 de heli ate falarem que parece fácil - gta rp fivem - gsa gaep graeb
21/04/2023 00:35:31;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@BAIMLESS;NUNCA ERRE UM HEADSHOT COM ESSE CHEAT! Streamers usam isso!....
21/04/2023 00:36:00;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@vieirarp;Ajudando POBRES no GTA RP! MUITA GRANA 💰
21/04/2023 00:36:33;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@rarofivem;Fivem Highlights RaroXT #90 🐱‍👤 ( 100% CPX )
21/04/2023 00:48:30;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;REVIEW DO MOUSE SEM FIO RAZER OROCHI V2, É BOM ?
21/04/2023 00:51:43;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;FULL VERMELHO!🔥 MELHOR SENSIBILIDADE E DPI ATUALIZADA! 1 TIRO 1 CAPA🤬 - FREE FIRE
21/04/2023 00:52:34;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;Destaque: [+18] 🔥 CPX 🔥 TIA VEIA 🔥 D.I.P - ep.33 - OPERACAO TIA VEIA NA SITUACAO!
21/04/2023 00:53:04;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;ACADEMY RAIZ OU MODERNO?
21/04/2023 00:53:44;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;Is Forza Horizon 5 making a comeback?
21/04/2023 00:54:46;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;LEVEI MINHA FILHA PRA VISITAR O PAI NA CADEIA E OLHA NO QUE DEU KK
21/04/2023 00:56:29;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;ESSE PG DO ZUMANS DEIXOU O PM PERDIDO NA FUGA ! GTA RP ! GTA FIVEM ROLEPLAY
21/04/2023 00:57:00;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;O DEBATE MAIS ENGRAÇADO DA HISTÓRIA KKKKKKKKK GTA RP (Modder Clips)
